TickerStock;TickerETF;TickerFuture;TickerIndex;TickerFundMutual;TickerCurrency
1913-OL.HK;;;3BLQ.DE;;
ITU.DU;;;0JHK.DE;;
SAAFF;;;4MWR.DE;;
0N7I.L;;;5FPD.DE;;
SKIN.SW;;;2741.DE;;
0FM1.L;;;4QC4.DE;;
TSXK.F;;;0JHH.DE;;
PRS.MI;;;5FP8.DE;;
12M.SG;;;4MW9.DE;;
ITU.SG;;;4QCT.DE;;
LUX.MDD;;;4Q9L.DE;;
PST.MI;;;3BNT.DE;;
SRG.MDD;;;5DBU.DE;;
S9L.F;;;3BNS.DE;;
SFLN.MX;;;539X.DE;;
0R40.L;;;3BLH.DE;;
R2:ITEC3S.SA;;;4Q87.DE;;
P4I.BE;;;4MXN.DE;;
TIAOF;;;2757.DE;;
I6T.BE;;;27808256.DE;;
ITSHF;;;3BL2.DE;;
I7N.BE;;;4QCY.DE;;
0IE3.L;;;D4OJ.DE;;
ME9.SG;;;5ED7.DE;;
ENEL.MDD;;;22348268.DE;;
TES.MI;;;12687077.DE;;
0NE2.L;;;12687204.DE;;
PRP.MU;;;3BNL.DE;;
ENI.SG;;;3BMQ.DE;;
B2S.SG;;;5EUX.DE;;
ENZ.DU;;;12687087.DE;;
MOV.F;;;3BNF.DE;;
UEI.MU;;;4MW8.DE;;
ITONF;;;4Q53.DE;;
ITUB3F.SA;;;4MVF.DE;;
CAI.MI;;;3XJG.DE;;
ITTOY;;;3XJF.DE;;
IW3.F;;;7FGC.DE;;
SB.MI;;;D4YX.DE;;
PRP.SW;;;2745.DE;;
ITN.HM;;;D9XW.DE;;
ENI.SW;;;^NQDMEUCAD;;
P4I.DU;;;^NQDMEU8700EUR;;
AULH.EX;;;^NQDMEU8000LMAUD;;
ITC6.BO;;;^NQDMEU3000LMGBP;;
TQI1.DE;;;^NQDMEUMCN;;
S9LF.EX;;;^NQDMEU3000CAD;;
ITTA.F;;;^NQDMEU8700LMN;;
RIJ.SG;;;^NQDMEU8000CADN;;
12M.F;;;^NQDMEU3000LMJPYN;;
0N54.L;;;^NQDMEU2700LMCAD;;
P1I.BE;;;^NQDMEU3000CADN;;
UEI.SG;;;^NQDMEU8000LMGBP;;
VLA.MI;;;^NQDMEU5000LMAUDT;;
PGA2.MU;;;^NQDMEU5000LMJPYT;;
P4I.F;;;^NQDMEU3000N;;
URH.DU;;;^NQDMEULMEURT;;
ITIL.BO;;;^NQDMEU2700;;
TI5.MU;;;^NQDMEU3000AUDT;;
0O98.L;;;^NQDMEUEURN;;
ENL.SG;;;^NQDMEU5000JPYN;;
LUXA.SG;;;^NQDMEUAUDT;;
0NHY.L;;;^NQDMEUMCEUR;;
S9L.DU;;;^NQDMEU3000LMEURT;;
TISN.AS;;;^NQDMEUMCAUDT;;
8IG.F;;;^NQDMEU8700AUDN;;
0QII.L;;;^NQDMEU8000LMCAD;;
ITU.BE;;;^NQDMEU2700LM;;
7PI.BE;;;^NQDMEU8700N;;
MTJ3.BE;;;^NQDMEU8700LMEUR;;
MNL.SG;;;^NQDMEU8000LMEURT;;
RIJ.F;;;^NQDMEUT;;
ENZ.BE;;;^NQDMEU5000LMAUD;;
12M.BE;;;^NQDMEUMCJPYN;;
MOV.MU;;;^NQDMEU2700N;;
AUL.BE;;;^NQDMEU8700LM;;
RWAY.MI;;;^NQDMEU8700AUD;;
0HBM.L;;;^NQDMEU2700EURT;;
UIPN.SG;;;^NQDMEUMCCADN;;
0R9H.L;;;^NQDMEULCJPYT;;
0E40.L;;;^NQDMEU3000EURN;;
TER.MI;;;^NQDMEU8700LMGBPN;;
URH.BE;;;^NQDMEU8700JPYN;;
PIAN.MX;;;^NQDMEU2700LMGBP;;
UCG.MDD;;;^NQDMEU8000GBPT;;
SPE.BE;;;^NQDMEU2700LMCADT;;
R2:ITUB3S.SA;;;^NQDMEU8000LM;;
SOAN.BE;;;^NQDMEU8700GBPT;;
0QHK.L;;;^NQDMEULCCADN;;
RDM.MC;;;^NQDMEU3000LMCADT;;
1LE.BE;;;^NQDMEU2700LMEURT;;
PNX.L;;;^NQDMEULMCAD;;
PIL3.SG;;;^NQDMEU3000GBPN;;
MBR.MI;;;^NQDMEU5000EURT;;
PIU.BE;;;^NQDMEU8700LMEURN;;
ENL.DU;;;^NQDMEULCGBP;;
IT1F.EX;;;^NQDMEU5000AUD;;
7PI.SG;;;^NQDMEU8700LMAUDT;;
LVEN.MI;;;^NQDMEUMCCAD;;
SOAN.DU;;;^NQDMEU5000LMEUR;;
0BKH.L;;;^NQDMEU2700LMAUD;;
MGG.MU;;;^NQDMEULCGBPN;;
ITL.BO;;;^NQDMEU1000LMJPYT;;
ITSMF;;;^NQDMEU3000JPYT;;
ITO.SG;;;^NQDMEULMAUDN;;
ITU.HM;;;^NQDMEU3000LMGBPN;;
0NE1.L;;;^NQDMEU5000AUDT;;
TQI.BE;;;^NQDMEU5000GBP;;
KRE.MI;;;^NQDMEU5000GBPN;;
IT.MDD;;;^NQDMEU8000AUD;;
ENL.MU;;;^NQDMEU3000LMN;;
MCK.MI;;;^NQDMEU3000EUR;;
ME.MI;;;^NQDMEU5000LMT;;
ENL.HM;;;^NQDMEU5000LMCADT;;
ITA.F;;;^NQDMEU8700EURN;;
ME9.BE;;;^NQDMEU8000;;
ITI.NS;;;^NQDMEU2700T;;
IT1.F;;;^NQDMEU8000LMCADN;;
TITR.MDD;;;^NQDMEUJPYN;;
ENI.BE;;;^NQDMEU5000LMGBPT;;
MSP.MI;;;^NQDMEU8000EURN;;
ITR.SG;;;^NQDMEU3000LMEUR;;
0QVF.L;;;^NQDMEU3000LMCAD;;
ITTA.DU;;;^NQDMEU8000LMCADT;;
MOKF.EX;;;^NQDMEU2700EUR;;
0G0W.L;;;^NQDMEU5000LMGBP;;
B8ZB.BE;;;^NQDMEU8000JPY;;
SAM.MI;;;^NQDMEU2700LMJPY;;
I7N.DU;;;^NQDMEU1000JPY;;
ITA.SG;;;^NQDMXUS8000CADT;;
ITN.BE;;;^NQDMXUS8000EURN;;
IT1.BE;;;^NQDMXUS8000EUR;;
IT6.DU;;;^NQDMXUS8000JPYT;;
LIT.BK;;;^NQEMEUMCCADT;;
ENI.HA;;;^NQEMEUMCEURT;;
TOB.MU;;;^NQEMEUMCT;;
ITA.MU;;;^NQEMEU8000AUD;;
0ND7.L;;;^NQEMEU2700GBPN;;
ENTG.EX;;;^NQEMEULMCAD;;
IT1.DU;;;^NQEMEULCJPYN;;
ENL.HA;;;^NQEMEU5000T;;
0FP9.L;;;^NQEMEULM;;
ME9.F;;;^NQEMEULMJPY;;
SOAH.EX;;;^NQEMEU2700AUDT;;
TOB.DU;;;^NQEMEU2700N;;
1F8.F;;;^NQEMEU5000LMJPY;;
MOK.MU;;;^NQEMEUMCJPYT;;
MDS.SG;;;^NQEMEU5000LMJPYN;;
0R8S.L;;;^NQEMEU3000CAD;;
4LZ.BE;;;^NQEMEU8700EUR;;
LUXG.EX;;;^NQEMEU8000LMGBPN;;
0RC2.L;;;^NQEMEUMC;;
REJ.SG;;;^NQEMEUMCGBPT;;
LUVE.MI;;;^NQEMEULMGBPT;;
MGG.BE;;;^NQEMEU8700N;;
UBI.MDD;;;^NQEMEUCAD;;
RE9F.EX;;;^NQEMEU5000LMT;;
PCP.MI;;;^NQEMEULMT;;
0ND3.L;;;^NQEMEU5000LMEUR;;
ITAPF;;;^NQEMEUMCN;;
8NI.SG;;;^NQEMEUMCAUDN;;
TRN.MDD;;;^NQEMEU3000LMCADN;;
JUVE.SG;;;^NQEMEU5000JPYN;;
PIL2.DE;;;^NQEMEU3000LMCAD;;
0EW0.L;;;^NQEMEU3000;;
SPEH.EX;;;^NQEMEU2700T;;
B8ZB.DE;;;^NQEMEU2700CADN;;
ITQ.AX;;;^NQEMEU8000LMAUDT;;
LUXA.F;;;^NQEMEU8000LMCADN;;
0Q58.L;;;^NQEMEU8000LMEURT;;
SRI.MI;;;^NQEMEU5000LMN;;
0MHA.L;;;^NQEMEU8000CAD;;
TECN.MI;;;^NQEMEUMCCADN;;
SNM.DU;;;^NQEMEU2700JPYT;;
S5U5.F;;;^NQEMEUMCJPYN;;
TIQ1.MU;;;^NQEMEU5000LMGBPT;;
UEI.BE;;;^NQEMEULCCAD;;
0NSS.L;;;^NQEMEU;;
TOB.SG;;;^NQEMEU3000AUD;;
MDS.DU;;;^NQEMEU5000N;;
ITAL-SDB.ST;;;^NQEMEU3000LMJPYN;;
IT6.BE;;;^NQEMEU8000LMCAD;;
ITVPF;;;^NQEMEU2700EURN;;
MGG.DU;;;^NQEMEUMCCAD;;
RM.MI;;;^NQEMEU8700JPYT;;
ITEPF;;;^NQEMEU2700EURT;;
0MVJ.L;;;^NQEMEU5000LMJPYT;;
0E5M.L;;;^NQEMEU5000AUDT;;
VLS.MI;;;^NQEMEU8700;;
MNL.F;;;^NQEMEU3000LMEURT;;
SNM.HA;;;^NQEMEULCGBP;;
0OV1.MU;;;^NQEMEUMCJPY;;
0N6O.L;;;^NQEMEU3000LMGBPT;;
TV9.SG;;;^NQEMEUEURN;;
0NV0.L;;;^NQEMEU8700CADT;;
PILITA.NS;;;^NQEMEU5000LMGBPN;;
ME9G.EX;;;^NQEMEU5000LMCAD;;
ITAI.EX;;;^NQEMEU3000LMJPYT;;
SOL.MI;;;^NQEMEU1000T;;
ITH.F;;;^NQEMEULMGBPN;;
S7A.SG;;;^NQEMEU5000LMAUD;;
SOAR.MU;;;^NQEMEU2700CAD;;
MPI3.MU;;;^NQEMEU8700GBPN;;
PIL3.BE;;;^NQEMEUEUR;;
US.MI;;;^NQEMEULCEURN;;
ITH.MU;;;^NQEMEU8700AUDT;;
MOK.F;;;^NQEMEU8700JPYN;;
ITN.SG;;;^NQEMEU5000LMEURT;;
REJ.MU;;;^NQEMEUCADT;;
UCR1.EX;;;^NQEMEU8000JPYT;;
ITPM5L.SA;;;^NQEMEULCEURT;;
ITN.F;;;^NQEMEU1000JPYT;;
3OY1.BE;;;^NQEMEU8000LMN;;
PLT.MDD;;;^NQEMEU8000LMCADT;;
RDM-Q.MC;;;^NQEMEU3000LMCADT;;
BAOA.F;;;^NQEMEU1000GBP;;
0NJ5.L;;;^NQEMEU1000JPYN;;
IWB.MI;;;^NQEMEULCN;;
MLSNT.PA;;;^NQEMEU3000CADN;;
PRY.MDD;;;^NQEMEU8700AUD;;
37B.BE;;;^NQUSL300EUR;;
0QE8.L;;;^NQUSL300N;;
ITX-T.OL;;;^NQUSL;;
0R7M.L;;;^NQUSL8700GBPN;;
TQRF.EX;;;^NQUSL8773GBP;;
0R4T.L;;;^NQUSL8000EUR;;
TQI.SG;;;^NQUSL2700CADN;;
ITO.F;;;^NQUSL8000AUD;;
TQI.MU;;;^NQUSL8700GBPT;;
AUL.SG;;;^NQUSL8700;;
SNFF.EX;;;^NQUSL8773EUR;;
B8ZB.DU;;;^NQUSLJPYN;;
LZO1.SG;;;^NQUSL8000CADT;;
PSITINFRA.BO;;;^NQUSLAUD;;
VIT.PA;;;^NQUSL300JPYT;;
I7N.MU;;;^NQUSL5000GBP;;
0QWN.L;;;^NQUSL3000GBPT;;
0K69.L;;;^NQUSLEUR;;
ITJ.F;;;^NQUSL300EURT;;
ITXN;;;^NQUSL8000T;;
ITTA.SG;;;^NQUSL5000;;
SRGN.MX;;;^NQUSL8000N;;
IU9.MU;;;^NQUSLAUDN;;
P1I.MU;;;^NQUSL8773GBPT;;
WI8.BE;;;^NQUSLN;;
REJ.BE;;;^NQUSL300AUD;;
ITL.PA;;;^NQUSL8773JPYT;;
4HW.F;;;^NQUSL300;;
IT.SW;;;^NQUSL8773CADN;;
RN5.F;;;^NQUSLCADN;;
STNA.F;;;^NQUSL2700CAD;;
3IT.F;;;^NQUSL8700EUR;;
SOAN.SG;;;^NQUSL5000AUD;;
MPI3.DU;;;^NQUSL8700JPYN;;
0ONR.L;;;^NQUSL8700GBP;;
B8ZB.MU;;;^NQUSL3000;;
WIG.MI;;;^NQUSL5000JPY;;
VIN.MI;;;^NQUSL8000CAD;;
LIT-R.BK;;;^NQUSL300GBP;;
MDSF.EX;;;^NQUSLCAD;;
PRM.MI;;;^NQUSLGBPN;;
PILITA.BO;;;^NQUSL300CADN;;
MB.MDD;;;^NQUSL300CAD;;
NPI.MI;;;^NQUSL2700CADT;;
PC.MDD;;;^NQUSL8773N;;
PIL3.HM;;;^NQUSL300T;;
MPI3.BE;;;^NQUSL8000AUDT;;
ITLC.CR;;;^NQUSL8773JPYN;;
ITW.MI;;;^NQUSL8000JPY;;
TI5.BE;;;^NQUSL3000N;;
ITM.F;;;^NQUSL3000AUD;;
4HO.F;;;^NQUSL300GBPN;;
UEIF.EX;;;^NQUSL1000GBP;;
D8S.BE;;;^NQUSLGBPT;;
SNM.HM;;;^NQUSL300EURN;;
0NLD.L;;;^NQUSL3000JPY;;
AUL.F;;;^NQUSLJPYT;;
SNM.SG;;;^NQUSL8000;;
ITOCF;;;^NQUSL300JPY;;
PIL3.DU;;;^NQUSL2700JPY;;
I6T.F;;;^NQUSL1000T;;
1F8.MU;;;^NQUSL2700JPYT;;
OVS.MI;;;^NQUSL2700EURT;;
TXE.SG;;;^NQUSMT;;
0EBV.L;;;^NQUSM450EURT;;
ENZF.EX;;;^NQUSM5000GBPT;;
SSB.MI;;;^NQUSMGBPN;;
TQI.DE;;;^NQUSM5000AUDT;;
0RDO.L;;;^NQUSM3000JPYN;;
ITDC.BO;;;^NQUSMCADN;;
ITC-EQ.NS;;;^NQUSM8000N;;
ITM.SG;;;^NQUSM450AUDT;;
WI8.F;;;^NQUSMJPYN;;
SNM.F;;;^NQUSM2700GBP;;
OLI.MI;;;^NQUSMEUR;;
ITTB11L.SA;;;^NQUSM5000EURT;;
MNL.BE;;;^NQUSM8000CADN;;
S9L.SG;;;^NQUSM8000EUR;;
ENEL.SW;;;^NQUSM8700JPY;;
0N4P.L;;;^NQUSM8000JPY;;
TOD.MDD;;;^NQUSM3000EURT;;
ENZ.SG;;;^NQUSMCAD;;
URH.DE;;;^NQUSM2700N;;
0BKR.L;;;^NQUSM8000JPYT;;
PGC.F;;;^NQUSM3000T;;
IUR.F;;;^NQUSM8000EURT;;
IUQ.F;;;^NQUSMAUDN;;
IUI1.SG;;;^NQUSM2700JPYT;;
IUQ.BE;;;^NQUSM8700CADN;;
IUO.SG;;;^NQUSM3000GBPN;;
IUI1.HM;;;^NQUSM450JPYT;;
IUI1.BE;;;^NQUSM2700T;;
IUO.F;;;^NQUSM450T;;
IUR.BE;;;^NQUSM8700AUD;;
IUQ.SG;;;^NQUSM2700CAD;;
IUI1.DU;;;^NQUSM8700T;;
IUR.SG;;;^NQUSM8000GBP;;
IUI1.F;;;^NQUSM2700EUR;;
IUI1.MU;;;^NQUSM450;;
IUR.DU;;;^NQUSM450JPY;;
IVAC;;;^NQUSM450CADT;;
IVTY;;;^NQUSM450EUR;;
IVVI;;;^NQUSM5000N;;
IVIXF;;;^NQUSM1000GBPT;;
IVWFF;;;^NQUSM8700AUDT;;
IVSA.F;;;^NQUSMEURT;;
IVRO;;;^NQUSM3000JPY;;
IVRCLINFRA.NS;;;^NQUSM5000AUDN;;
IVOD;;;^NQUSMAUD;;
IVL.BK;;;^NQUSM1000EURT;;
IVI.V;;;^NQUSM3000CADN;;
IVO.AX;;;^NQUSM8000JPYN;;
IV4.SG;;;^NQUSM8000GBPT;;
IVX.MU;;;^NQUSM2700EURN;;
IVX.F;;;^NQUSM8000T;;
IVRCLINFRA-EQ.NS;;;^NQUSM1000EUR;;
IYAA.SG;;;^NQUSM3000EURN;;
IVFZF;;;^NQUSM8700;;
IVPM.L;;;^NQUSM1000AUD;;
IYAA.BE;;;^NQUSM8000CAD;;
IVX.AX;;;^NQUSS1500T;;
MIS.BE;;;^NQUSS1500EURN;;
IVSB.BE;;;^NQUSS1500N;;
IV6B.MU;;;^NQUSS5000EUR;;
IVITF;;;^NQUSS1500CADN;;
IVKA.SG;;;^NQUSS8773JPYN;;
IYAA.F;;;^NQUSS5000EURN;;
IVL-R.BK;;;^NQUSS8700EUR;;
IVU.SG;;;^NQUSS8773CADT;;
IVU.MU;;;^NQUSS8000EURN;;
IVKA.F;;;^NQUSS2700EURT;;
IVSB.F;;;^NQUSS1500EURT;;
IVAN;;;^NQUSS8000AUD;;
IV3.F;;;^NQUSS1500AUD;;
IVU.BE;;;^NQUSS2700GBPT;;
IVR-PB;;;^NQUSS8700AUDN;;
IV8.BE;;;^NQUSS1500;;
IVQ.AX;;;^NQUSS1500AUDT;;
MIS.MU;;;^NQUSS8000N;;
IV9.F;;;^NQUSS2700N;;
IVS.MI;;;^NQUSS1500GBPN;;
IV4.F;;;^NQUSS8000EURT;;
IVY.F;;;^NQUSS2700GBPN;;
IVU.DU;;;^NQUSBLMEURN;;
IVSB.SG;;;^NQUSBLMAUD;;
IVRCLINFR.NS;;;^NQUSBLMEURT;;
IV6B.DU;;;^NQUSBLMN;;
IVTFF;;;^NQUSBLMEUR;;
IVSB.DU;;;31560211.SG;;
IVP.NS;;;^NQUSB8773LMGBPT;;
IV4.DU;;;^NQUSB8773LMN;;
IYAA.MU;;;^NQUSB8773LMCADN;;
IV8.F;;;^NQUSB8773JPYN;;
IVP.BO;;;^NQUSB8773AUD;;
IVY.SG;;;^NQUSB8773GBPN;;
IVRCLINFRA6.BO;;;^NQUSB8773LMGBP;;
IVITD;;;^NQUSS8773;;
IVRCLINFRA4.BO;;;^NQUSB8773LMJPYT;;
IVSA.SG;;;^NQUSS8773EURT;;
IVY.MU;;;^NQUSB8773LMAUDT;;
IVX.V;;;^NQUSB8773EUR;;
IVU.F;;;^NQUSB8773LMCAD;;
IVWFD;;;^NQEM8700LMEUR;;
IV6B.F;;;^NQEM8700LMEURN;;
IVKA.DU;;;^NQDM8000LMAUDN;;
IV8.SG;;;^NQUSB8000LMAUD;;
IVSB.MU;;;^NQUSB8000LMGBP;;
IV9.BE;;;^NQUSB8000LMN;;
IVP1.BE;;;^NQUSB8000GBPT;;
IVX.DU;;;^NQUSB8000LMJPYN;;
IVTJF;;;^NQDM8000LMJPY;;
IVR.AX;;;^NQDM8000LMJPYT;;
IVEE.BO;;;^NQDM8000LMGBPN;;
IV2.BE;;;^NQUSB8000LM;;
LVMRF;;;^NQUSB8000LMCADN;;
IVRCLINFRA.BO;;;^NQUSB8000JPYN;;
IVSA.BE;;;^NQUSS8000CADT;;
IW5.SI;;;^NQDM8000LMCADT;;
IWG.V;;;^NQUSB8000LMJPYT;;
IWAL;;;;;
IWG.AX;;;;;
0923-OL.HK;;;;;
IWI.F;;;;;
IWRGF;;;;;
IWQ.SG;;;;;
IWA.MU;;;;;
IWEL.F;;;;;
TLSSWQ-A;;;;;
IXX.SG;;;;;
IXX.F;;;;;
IXJ.MU;;;;;
IXY.F;;;;;
IXY.BE;;;;;
IXX.BE;;;;;
IXJ.F;;;;;
IXY.SG;;;;;
IX6.F;;;;;
IXX.MU;;;;;
IXSV;;;;;
IXX.DU;;;;;
IX6.BE;;;;;
IXJ.BE;;;;;
IXY.MU;;;;;
IX2.SI;;;;;
225570.KQ;;;;;
IZEA;;;;;
LOGIXMICRO-EQ.NS;;;;;
IZMO-EQ.NS;;;;;
IZQVF;;;;;
IZMO.NS;;;;;
IZOCM.IS;;;;;
IZA.F;;;;;
IZMO.BO;;;;;
IZMDC.IS;;;;;
IZEAD;;;;;
IZH.BE;;;;;
JP1.F;;;;;
JPSTF;;;;;
JAGSNPHARM.NS;;;;;
JAINMARMO.BO;;;;;
JLFNF;;;;;
5I3.SI;;;;;
JAINSTUDIO.BO;;;;;
JAINSTUDIO-BE.NS;;;;;
SLS.F;;;;;
JAINCO.BO;;;;;
JFJ.NZ;;;;;
BAHR.SI;;;;;
JAGAJITIND.BO;;;;;
JZTB.MU;;;;;
JPSS.L;;;;;
J9R.SG;;;;;
MJ3.F;;;;;
MJTV;;;;;
OCJ.BE;;;;;
JAYNECOIND.BO;;;;;
JANTS.IS;;;;;
JPHLF;;;;;
SREEJAYA.BO;;;;;
JAEREN.OL;;;;;
PJR.F;;;;;
JAF.DU;;;;;
MJ3.SG;;;;;
JA3.SG;;;;;
5JP.BE;;;;;
JAYSHREETEA.BO;;;;;
JLT.F;;;;;
JAIDIND.BO;;;;;
I43.SG;;;;;
OCLCF;;;;;
JASMY;;;;;
JAINSTUDIO.NS;;;;;
JAS-R.BK;;;;;
NJR.F;;;;;
JWNG.L;;;;;
JAR.F;;;;;
JEG.SG;;;;;
JAYNECOIND.NS;;;;;
MAAJTL.BO;;;;;
JCM.F;;;;;
1566.TWO;;;;;
JAICORPLTD.BO;;;;;
JAF.SG;;;;;
JB2.F;;;;;
SLS.BE;;;;;
JAGANLAM.BO;;;;;
JAYSREETEA-EQ.NS;;;;;
JP1.BE;;;;;
32JN.DU;;;;;
JAGRAN.BO;;;;;
JAVNTPR.BO;;;;;
JASN.MU;;;;;
JAIHINDPRO.BO;;;;;
JASCH.BO;;;;;
STJPF;;;;;
JAMNAAUTO.BO;;;;;
JPPOWER4.BO;;;;;
JAIPAN.BO;;;;;
SHRJAGP.BO;;;;;
JAVER.MX;;;;;
32JN.BE;;;;;
WEJ.BE;;;;;
JAS.BK;;;;;
JBR.CN;;;;;
JKA.AX;;;;;
JAICORPLTD-EQ.NS;;;;;
JPPOWER6.BO;;;;;
JYNTPPR-B.BO;;;;;
MJP.F;;;;;
JAF.BE;;;;;
0024.KL;;;;;
JAGJANANI.BO;;;;;
0JR.F;;;;;
SRJTC.BO;;;;;
PTJSY;;;;;
5JP.F;;;;;
JAINSTUDIO-EQ.NS;;;;;
JAM1.BE;;;;;
JA3.BE;;;;;
JAYSREETEA.NS;;;;;
JAUSPOL.BO;;;;;
URXZF;;;;;
J9R.DU;;;;;
JAR.BE;;;;;
JACKSON.BO;;;;;
J&KBANK.BO;;;;;
BAC.SI;;;;;
JPINFRATEC6.BO;;;;;
JLT.BE;;;;;
JAMSHRI.BO;;;;;
JATA.F;;;;;
JRIV;;;;;
JALPAC.BO;;;;;
NVAY.BE;;;;;
JPINFRATEC.NS;;;;;
JAIBALAJI2.BO;;;;;
PTJSF;;;;;
1JM1.F;;;;;
2747.KL;;;;;
JAYCH.BO;;;;;
JDS.L;;;;;
JMTM;;;;;
JDSHF;;;;;
JAYMAHESH.BO;;;;;
JAGRAN6.BO;;;;;
JAT.DU;;;;;
JMD.F;;;;;
JPINFRATE.NS;;;;;
5JP.SG;;;;;
JBPCF;;;;;
JBMA-EQ.NS;;;;;
JBCHEPHARM.NS;;;;;
JBCHEPHARM-EQ.NS;;;;;
JB1.F;;;;;
JBCHEPHARM.BO;;;;;
JB1.MU;;;;;
JB1.DU;;;;;
JBKHF;;;;;
JBFIND6.BO;;;;;
JBFINDBBPH.BO;;;;;
JBMA.BO;;;;;
JBMA.NS;;;;;
JB1.BE;;;;;
WTCJ-CRI110B.SA;;;;;
JCYBF;;;;;
JCP.DU;;;;;
JCT-R.BK;;;;;
JCP.SW;;;;;
DECNV.PA;;;;;
JCP.SG;;;;;
JCI.AX;;;;;
0MGO.L;;;;;
WTCJ-CRI11B0.SA;;;;;
JCR.BE;;;;;
13795015.KQ;;;;;
JCP.BE;;;;;
JCS.AX;;;;;
JCN.DU;;;;;
JCDXF;;;;;
JCP.BK;;;;;
JCN.SG;;;;;
JCP.MU;;;;;
JCLLITD.BO;;;;;
A8A.F;;;;;
JDW.BE;;;;;
JDGRY;;;;;
A8A.DU;;;;;
JDORGOCHEM.BO;;;;;
A8A.BE;;;;;
A8A.SG;;;;;
JDS-U.TI;;;;;
R2:MLFT4S.SA;;;;;
2233.HK;;;;;
JEMG.EX;;;;;
WNFN.F;;;;;
PJL.BO;;;;;
RJL.NS;;;;;
NJ1.F;;;;;
MNNGF;;;;;
4741.TWO;;;;;
7421.TWO;;;;;
9RC.F;;;;;
0EXG.L;;;;;
WAND.L;;;;;
JEYPORE.BO;;;;;
JEN.BE;;;;;
J4S.F;;;;;
UBMN.L;;;;;
S7E.BE;;;;;
POLY.ME;;;;;
3685.TWO;;;;;
43014.L;;;;;
THANGAMAYL-EQ.NS;;;;;
8133-OL.HK;;;;;
MLFT3F.SA;;;;;
JETMF;;;;;
JENSONICOL.NS;;;;;
RADG.L;;;;;
JEN.F;;;;;
WMITF;;;;;
JEN.MU;;;;;
THANGAMAYL.BO;;;;;
0486-OL.HK;;;;;
MAYA.L;;;;;
JEN.SG;;;;;
JROOF;;;;;
JMT.LS;;;;;
RGV.BE;;;;;
JENSONICOL-EQ.NS;;;;;
NTRHF;;;;;
RJL.BO;;;;;
JEN-H.V;;;;;
SHPF.EX;;;;;
MLFT3.SA;;;;;
JEP.BE;;;;;
JEN.DU;;;;;
JEMINDU.BO;;;;;
OXJEN.SW;;;;;
PM6.F;;;;;
JEM.MU;;;;;
UDAYJEW.BO;;;;;
6161.TWO;;;;;
MLFT4.SA;;;;;
ENCHANTE.BO;;;;;
THANGAMAYL.NS;;;;;
7KJ.F;;;;;
TMT.L;;;;;
2233-OL.HK;;;;;
S7E.F;;;;;
JEL.F;;;;;
JEM.F;;;;;
R6L.BE;;;;;
MEDI.L;;;;;
R2:MLFT3S.SA;;;;;
0N0K.L;;;;;
RGV.F;;;;;
7SS.SG;;;;;
RGV.SG;;;;;
7SS.BE;;;;;
R6L.SG;;;;;
MACC.L;;;;;
1466-OL.HK;;;;;
R6L.MU;;;;;
3147.TWO;;;;;
JTBK;;;;;
7SS.F;;;;;
R6L.F;;;;;
S7E.SG;;;;;
PSDL.L;;;;;
0LZ.F;;;;;
SHUKJEW.BO;;;;;
3HC.F;;;;;
TARAJEWELS.BO;;;;;
JEM.SG;;;;;
JEYPORE.NS;;;;;
PM6.DU;;;;;
JFR.DU;;;;;
JFM.BE;;;;;
JFR.F;;;;;
JFB.F;;;;;
JFR.SG;;;;;
JFR.BE;;;;;
JFLABS.BO;;;;;
JGSHF;;;;;
JGE.DU;;;;;
713.F;;;;;
JGE.F;;;;;
JGA.F;;;;;
VJC.SG;;;;;
JGE.SG;;;;;
VJC.BE;;;;;
JGE.BE;;;;;
JHS.NS;;;;;
JHS-EQ.NS;;;;;
JHJ.MU;;;;;
JHPSF;;;;;
JHC-H.V;;;;;
JHS-BZ.NS;;;;;
JHAGCOP.BO;;;;;
0872-OL.HK;;;;;
JHJ.F;;;;;
JHS.BO;;;;;
722659.TWO;;;;;
8205-OL.HK;;;;;
3QN.BE;;;;;
72305P.TWO;;;;;
JINDCOT.BO;;;;;
JLR.V;;;;;
030998.TW;;;;;
722410.TWO;;;;;
718113.TWO;;;;;
722594.TWO;;;;;
JSWHL6.BO;;;;;
JSLHISAR.NS;;;;;
723050.TWO;;;;;
FRSHY;;;;;
JSN.MU;;;;;
723083.TWO;;;;;
5820.TWO;;;;;
72424P.TWO;;;;;
JIGI.L;;;;;
JINDALSTEL-EQ.NS;;;;;
723049.TWO;;;;;
4550.TWO;;;;;
721917.TWO;;;;;
722313.TWO;;;;;
1027-OL.HK;;;;;
JIGU.L;;;;;
721892.TWO;;;;;
722971.TWO;;;;;
722382.TWO;;;;;
718360.TWO;;;;;
JSHYE;;;;;
722500.TWO;;;;;
722205.TWO;;;;;
721706.TWO;;;;;
718383.TWO;;;;;
718075.TWO;;;;;
JSLHISAR.BO;;;;;
718053.TWO;;;;;
721705.TWO;;;;;
723130.TWO;;;;;
JINDCAP.BO;;;;;
718295.TWO;;;;;
T2005Y.TWO;;;;;
T2004Y.TWO;;;;;
722004.TWO;;;;;
8923@OM.KL;;;;;
031869.TW;;;;;
721638.TWO;;;;;
JIKIND.NS;;;;;
030999.TW;;;;;
722086.TWO;;;;;
JINDALSTEL4.BO;;;;;
0602-OL.HK;;;;;
JINDALSTEL.NS;;;;;
